Images,Labels
artifacts/data_ingestion/data/dataset\rime\5293.jpg,rime
artifacts/data_ingestion/data/dataset\rainbow\0749.jpg,rainbow
artifacts/data_ingestion/data/dataset\dew\2476.jpg,dew
artifacts/data_ingestion/data/dataset\snow\1212.jpg,snow
artifacts/data_ingestion/data/dataset\dew\2308.jpg,dew
artifacts/data_ingestion/data/dataset\sandstorm\2953.jpg,sandstorm
artifacts/data_ingestion/data/dataset\sandstorm\3499.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rainbow\0781.jpg,rainbow
artifacts/data_ingestion/data/dataset\rainbow\0714.jpg,rainbow
artifacts/data_ingestion/data/dataset\hail\0307.jpg,hail
artifacts/data_ingestion/data/dataset\snow\1033.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\3061.jpg,sandstorm
artifacts/data_ingestion/data/dataset\hail\0207.jpg,hail
artifacts/data_ingestion/data/dataset\sandstorm\3239.jpg,sandstorm
artifacts/data_ingestion/data/dataset\lightning\2001.jpg,lightning
artifacts/data_ingestion/data/dataset\rime\5517.jpg,rime
artifacts/data_ingestion/data/dataset\lightning\1869.jpg,lightning
artifacts/data_ingestion/data/dataset\dew\2762.jpg,dew
artifacts/data_ingestion/data/dataset\sandstorm\3328.jpg,sandstorm
artifacts/data_ingestion/data/dataset\fogsmog\4659.jpg,fogsmog
artifacts/data_ingestion/data/dataset\sandstorm\3545.jpg,sandstorm
artifacts/data_ingestion/data/dataset\frost\3806.jpg,frost
artifacts/data_ingestion/data/dataset\hail\0570.jpg,hail
artifacts/data_ingestion/data/dataset\lightning\1923.jpg,lightning
artifacts/data_ingestion/data/dataset\fogsmog\4339.jpg,fogsmog
artifacts/data_ingestion/data/dataset\frost\3602.jpg,frost
artifacts/data_ingestion/data/dataset\lightning\1909.jpg,lightning
artifacts/data_ingestion/data/dataset\glaze\6272.jpg,glaze
artifacts/data_ingestion/data/dataset\frost\3771.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6095.jpg,glaze
artifacts/data_ingestion/data/dataset\frost\3909.jpg,frost
artifacts/data_ingestion/data/dataset\hail\0198.jpg,hail
artifacts/data_ingestion/data/dataset\frost\3708.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6184.jpg,glaze
artifacts/data_ingestion/data/dataset\glaze\6523.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\1639.jpg,rain
artifacts/data_ingestion/data/dataset\hail\0181.jpg,hail
artifacts/data_ingestion/data/dataset\fogsmog\4523.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rime\5312.jpg,rime
artifacts/data_ingestion/data/dataset\fogsmog\4149.jpg,fogsmog
artifacts/data_ingestion/data/dataset\snow\0978.jpg,snow
artifacts/data_ingestion/data/dataset\snow\1237.jpg,snow
artifacts/data_ingestion/data/dataset\fogsmog\4560.jpg,fogsmog
artifacts/data_ingestion/data/dataset\hail\0463.jpg,hail
artifacts/data_ingestion/data/dataset\glaze\6688.jpg,glaze
artifacts/data_ingestion/data/dataset\dew\2752.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2372.jpg,dew
artifacts/data_ingestion/data/dataset\lightning\2143.jpg,lightning
artifacts/data_ingestion/data/dataset\frost\3647.jpg,frost
artifacts/data_ingestion/data/dataset\hail\0557.jpg,hail
artifacts/data_ingestion/data/dataset\frost\4001.jpg,frost
artifacts/data_ingestion/data/dataset\rainbow\0806.jpg,rainbow
artifacts/data_ingestion/data/dataset\rain\1727.jpg,rain
artifacts/data_ingestion/data/dataset\frost\4026.jpg,frost
artifacts/data_ingestion/data/dataset\rime\5258.jpg,rime
artifacts/data_ingestion/data/dataset\rime\5257.jpg,rime
artifacts/data_ingestion/data/dataset\snow\1335.jpg,snow
artifacts/data_ingestion/data/dataset\dew\2723.jpg,dew
artifacts/data_ingestion/data/dataset\lightning\2142.jpg,lightning
artifacts/data_ingestion/data/dataset\rainbow\0803.jpg,rainbow
artifacts/data_ingestion/data/dataset\lightning\2147.jpg,lightning
artifacts/data_ingestion/data/dataset\frost\3970.jpg,frost
artifacts/data_ingestion/data/dataset\rainbow\0642.jpg,rainbow
artifacts/data_ingestion/data/dataset\lightning\1862.jpg,lightning
artifacts/data_ingestion/data/dataset\frost\3951.jpg,frost
artifacts/data_ingestion/data/dataset\snow\0914.jpg,snow
artifacts/data_ingestion/data/dataset\dew\2890.jpg,dew
artifacts/data_ingestion/data/dataset\frost\3986.jpg,frost
artifacts/data_ingestion/data/dataset\lightning\2138.jpg,lightning
artifacts/data_ingestion/data/dataset\frost\3905.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6285.jpg,glaze
artifacts/data_ingestion/data/dataset\fogsmog\4697.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rainbow\0594.jpg,rainbow
artifacts/data_ingestion/data/dataset\frost\3739.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6460.jpg,glaze
artifacts/data_ingestion/data/dataset\sandstorm\3510.jpg,sandstorm
artifacts/data_ingestion/data/dataset\glaze\6700.jpg,glaze
artifacts/data_ingestion/data/dataset\rime\5266.jpg,rime
artifacts/data_ingestion/data/dataset\dew\2210.jpg,dew
artifacts/data_ingestion/data/dataset\rain\1238.jpg,rain
artifacts/data_ingestion/data/dataset\glaze\6345.jpg,glaze
artifacts/data_ingestion/data/dataset\fogsmog\4118.jpg,fogsmog
artifacts/data_ingestion/data/dataset\lightning\2076.jpg,lightning
artifacts/data_ingestion/data/dataset\rime\5723.jpg,rime
artifacts/data_ingestion/data/dataset\rime\5703.jpg,rime
artifacts/data_ingestion/data/dataset\snow\1121.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\3200.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\6009.jpg,rime
artifacts/data_ingestion/data/dataset\sandstorm\3235.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rainbow\0796.jpg,rainbow
artifacts/data_ingestion/data/dataset\glaze\6129.jpg,glaze
artifacts/data_ingestion/data/dataset\rime\5787.jpg,rime
artifacts/data_ingestion/data/dataset\hail\0059.jpg,hail
artifacts/data_ingestion/data/dataset\sandstorm\3269.jpg,sandstorm
artifacts/data_ingestion/data/dataset\lightning\2035.jpg,lightning
artifacts/data_ingestion/data/dataset\dew\2350.jpg,dew
artifacts/data_ingestion/data/dataset\hail\0506.jpg,hail
artifacts/data_ingestion/data/dataset\rime\5624.jpg,rime
artifacts/data_ingestion/data/dataset\dew\2387.jpg,dew
artifacts/data_ingestion/data/dataset\rain\1658.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5420.jpg,rime
artifacts/data_ingestion/data/dataset\sandstorm\3082.jpg,sandstorm
artifacts/data_ingestion/data/dataset\fogsmog\4507.jpg,fogsmog
artifacts/data_ingestion/data/dataset\glaze\6430.jpg,glaze
artifacts/data_ingestion/data/dataset\snow\0918.jpg,snow
artifacts/data_ingestion/data/dataset\rime\5564.jpg,rime
artifacts/data_ingestion/data/dataset\dew\2439.jpg,dew
artifacts/data_ingestion/data/dataset\hail\0126.jpg,hail
artifacts/data_ingestion/data/dataset\dew\2254.jpg,dew
artifacts/data_ingestion/data/dataset\lightning\2103.jpg,lightning
artifacts/data_ingestion/data/dataset\lightning\2027.jpg,lightning
artifacts/data_ingestion/data/dataset\hail\0301.jpg,hail
artifacts/data_ingestion/data/dataset\glaze\6724.jpg,glaze
artifacts/data_ingestion/data/dataset\frost\3670.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6112.jpg,glaze
artifacts/data_ingestion/data/dataset\hail\0245.jpg,hail
artifacts/data_ingestion/data/dataset\rime\5195.jpg,rime
artifacts/data_ingestion/data/dataset\dew\2842.jpg,dew
artifacts/data_ingestion/data/dataset\glaze\6539.jpg,glaze
artifacts/data_ingestion/data/dataset\lightning\1918.jpg,lightning
artifacts/data_ingestion/data/dataset\glaze\6182.jpg,glaze
artifacts/data_ingestion/data/dataset\rime\5311.jpg,rime
artifacts/data_ingestion/data/dataset\sandstorm\3592.jpg,sandstorm
artifacts/data_ingestion/data/dataset\dew\2500.jpg,dew
artifacts/data_ingestion/data/dataset\rainbow\0812.jpg,rainbow
artifacts/data_ingestion/data/dataset\hail\0125.jpg,hail
artifacts/data_ingestion/data/dataset\sandstorm\3103.jpg,sandstorm
artifacts/data_ingestion/data/dataset\fogsmog\4812.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rainbow\0735.jpg,rainbow
artifacts/data_ingestion/data/dataset\rain\1473.jpg,rain
artifacts/data_ingestion/data/dataset\dew\2904.jpg,dew
artifacts/data_ingestion/data/dataset\lightning\1934.jpg,lightning
artifacts/data_ingestion/data/dataset\rainbow\0801.jpg,rainbow
artifacts/data_ingestion/data/dataset\dew\2726.jpg,dew
artifacts/data_ingestion/data/dataset\fogsmog\4403.jpg,fogsmog
artifacts/data_ingestion/data/dataset\fogsmog\4183.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rime\5030.jpg,rime
artifacts/data_ingestion/data/dataset\sandstorm\3021.jpg,sandstorm
artifacts/data_ingestion/data/dataset\frost\3881.jpg,frost
artifacts/data_ingestion/data/dataset\snow\1102.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\3576.jpg,sandstorm
artifacts/data_ingestion/data/dataset\glaze\6252.jpg,glaze
artifacts/data_ingestion/data/dataset\lightning\2123.jpg,lightning
artifacts/data_ingestion/data/dataset\rime\5362.jpg,rime
artifacts/data_ingestion/data/dataset\frost\3907.jpg,frost
artifacts/data_ingestion/data/dataset\rain\1638.jpg,rain
artifacts/data_ingestion/data/dataset\fogsmog\4588.jpg,fogsmog
artifacts/data_ingestion/data/dataset\fogsmog\4807.jpg,fogsmog
artifacts/data_ingestion/data/dataset\dew\2722.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2361.jpg,dew
artifacts/data_ingestion/data/dataset\fogsmog\4520.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rainbow\0731.jpg,rainbow
artifacts/data_ingestion/data/dataset\rime\5453.jpg,rime
artifacts/data_ingestion/data/dataset\rainbow\0597.jpg,rainbow
artifacts/data_ingestion/data/dataset\rain\1157.jpg,rain
artifacts/data_ingestion/data/dataset\rain\1602.jpg,rain
artifacts/data_ingestion/data/dataset\hail\0371.jpg,hail
artifacts/data_ingestion/data/dataset\rainbow\0798.jpg,rainbow
artifacts/data_ingestion/data/dataset\sandstorm\3584.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rain\1744.jpg,rain
artifacts/data_ingestion/data/dataset\glaze\6473.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\1755.jpg,rain
artifacts/data_ingestion/data/dataset\glaze\6394.jpg,glaze
artifacts/data_ingestion/data/dataset\dew\2292.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2317.jpg,dew
artifacts/data_ingestion/data/dataset\hail\0229.jpg,hail
artifacts/data_ingestion/data/dataset\frost\3840.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6126.jpg,glaze
artifacts/data_ingestion/data/dataset\dew\2760.jpg,dew
artifacts/data_ingestion/data/dataset\frost\3772.jpg,frost
artifacts/data_ingestion/data/dataset\rain\1623.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5066.jpg,rime
artifacts/data_ingestion/data/dataset\sandstorm\3050.jpg,sandstorm
artifacts/data_ingestion/data/dataset\fogsmog\4602.jpg,fogsmog
artifacts/data_ingestion/data/dataset\hail\0374.jpg,hail
artifacts/data_ingestion/data/dataset\rain\1075.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5284.jpg,rime
artifacts/data_ingestion/data/dataset\hail\0146.jpg,hail
artifacts/data_ingestion/data/dataset\rain\1506.jpg,rain
artifacts/data_ingestion/data/dataset\frost\3742.jpg,frost
artifacts/data_ingestion/data/dataset\hail\0554.jpg,hail
artifacts/data_ingestion/data/dataset\frost\3678.jpg,frost
artifacts/data_ingestion/data/dataset\snow\1207.jpg,snow
artifacts/data_ingestion/data/dataset\glaze\6705.jpg,glaze
artifacts/data_ingestion/data/dataset\snow\1327.jpg,snow
artifacts/data_ingestion/data/dataset\glaze\6576.jpg,glaze
artifacts/data_ingestion/data/dataset\frost\3802.jpg,frost
artifacts/data_ingestion/data/dataset\frost\3610.jpg,frost
artifacts/data_ingestion/data/dataset\rime\5108.jpg,rime
artifacts/data_ingestion/data/dataset\rain\1607.jpg,rain
artifacts/data_ingestion/data/dataset\rain\1427.jpg,rain
artifacts/data_ingestion/data/dataset\dew\2290.jpg,dew
artifacts/data_ingestion/data/dataset\lightning\2104.jpg,lightning
artifacts/data_ingestion/data/dataset\lightning\2194.jpg,lightning
artifacts/data_ingestion/data/dataset\rainbow\0716.jpg,rainbow
artifacts/data_ingestion/data/dataset\dew\2251.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2698.jpg,dew
artifacts/data_ingestion/data/dataset\frost\3979.jpg,frost
artifacts/data_ingestion/data/dataset\sandstorm\3388.jpg,sandstorm
artifacts/data_ingestion/data/dataset\snow\1339.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\3024.jpg,sandstorm
artifacts/data_ingestion/data/dataset\glaze\6522.jpg,glaze
artifacts/data_ingestion/data/dataset\lightning\1896.jpg,lightning
artifacts/data_ingestion/data/dataset\hail\0063.jpg,hail
artifacts/data_ingestion/data/dataset\rime\5095.jpg,rime
artifacts/data_ingestion/data/dataset\dew\2816.jpg,dew
artifacts/data_ingestion/data/dataset\fogsmog\4452.jpg,fogsmog
artifacts/data_ingestion/data/dataset\glaze\6674.jpg,glaze
artifacts/data_ingestion/data/dataset\sandstorm\3052.jpg,sandstorm
artifacts/data_ingestion/data/dataset\frost\3782.jpg,frost
artifacts/data_ingestion/data/dataset\rainbow\0777.jpg,rainbow
artifacts/data_ingestion/data/dataset\glaze\6537.jpg,glaze
artifacts/data_ingestion/data/dataset\glaze\6410.jpg,glaze
artifacts/data_ingestion/data/dataset\glaze\6457.jpg,glaze
artifacts/data_ingestion/data/dataset\rime\4933.jpg,rime
artifacts/data_ingestion/data/dataset\rainbow\0620.jpg,rainbow
artifacts/data_ingestion/data/dataset\lightning\1851.jpg,lightning
artifacts/data_ingestion/data/dataset\rime\5682.jpg,rime
artifacts/data_ingestion/data/dataset\rain\1697.jpg,rain
artifacts/data_ingestion/data/dataset\sandstorm\3459.jpg,sandstorm
artifacts/data_ingestion/data/dataset\hail\0180.jpg,hail
artifacts/data_ingestion/data/dataset\rime\5178.jpg,rime
artifacts/data_ingestion/data/dataset\rain\1775.jpg,rain
artifacts/data_ingestion/data/dataset\dew\2518.jpg,dew
artifacts/data_ingestion/data/dataset\glaze\6399.jpg,glaze
artifacts/data_ingestion/data/dataset\glaze\6646.jpg,glaze
artifacts/data_ingestion/data/dataset\dew\2583.jpg,dew
artifacts/data_ingestion/data/dataset\sandstorm\2990.jpg,sandstorm
artifacts/data_ingestion/data/dataset\dew\2853.jpg,dew
artifacts/data_ingestion/data/dataset\glaze\6541.jpg,glaze
artifacts/data_ingestion/data/dataset\glaze\6602.jpg,glaze
artifacts/data_ingestion/data/dataset\frost\3898.jpg,frost
artifacts/data_ingestion/data/dataset\fogsmog\4500.jpg,fogsmog
artifacts/data_ingestion/data/dataset\dew\2322.jpg,dew
artifacts/data_ingestion/data/dataset\frost\3605.jpg,frost
artifacts/data_ingestion/data/dataset\rain\1051.jpg,rain
artifacts/data_ingestion/data/dataset\lightning\1889.jpg,lightning
artifacts/data_ingestion/data/dataset\hail\0449.jpg,hail
artifacts/data_ingestion/data/dataset\snow\1250.jpg,snow
artifacts/data_ingestion/data/dataset\rime\5868.jpg,rime
artifacts/data_ingestion/data/dataset\dew\2612.jpg,dew
artifacts/data_ingestion/data/dataset\hail\0274.jpg,hail
artifacts/data_ingestion/data/dataset\lightning\1870.jpg,lightning
artifacts/data_ingestion/data/dataset\glaze\6691.jpg,glaze
artifacts/data_ingestion/data/dataset\snow\0898.jpg,snow
artifacts/data_ingestion/data/dataset\fogsmog\4733.jpg,fogsmog
artifacts/data_ingestion/data/dataset\fogsmog\4273.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rain\1509.jpg,rain
artifacts/data_ingestion/data/dataset\snow\0988.jpg,snow
artifacts/data_ingestion/data/dataset\frost\3883.jpg,frost
artifacts/data_ingestion/data/dataset\rime\5893.jpg,rime
artifacts/data_ingestion/data/dataset\lightning\1996.jpg,lightning
artifacts/data_ingestion/data/dataset\hail\0467.jpg,hail
artifacts/data_ingestion/data/dataset\rainbow\0789.jpg,rainbow
artifacts/data_ingestion/data/dataset\hail\0316.jpg,hail
artifacts/data_ingestion/data/dataset\glaze\6483.jpg,glaze
artifacts/data_ingestion/data/dataset\sandstorm\3285.jpg,sandstorm
artifacts/data_ingestion/data/dataset\glaze\6577.jpg,glaze
artifacts/data_ingestion/data/dataset\sandstorm\3438.jpg,sandstorm
artifacts/data_ingestion/data/dataset\fogsmog\4561.jpg,fogsmog
artifacts/data_ingestion/data/dataset\frost\3821.jpg,frost
artifacts/data_ingestion/data/dataset\sandstorm\3254.jpg,sandstorm
artifacts/data_ingestion/data/dataset\glaze\6626.jpg,glaze
artifacts/data_ingestion/data/dataset\rainbow\0750.jpg,rainbow
artifacts/data_ingestion/data/dataset\rain\1414.jpg,rain
artifacts/data_ingestion/data/dataset\glaze\6443.jpg,glaze
artifacts/data_ingestion/data/dataset\snow\0975.jpg,snow
artifacts/data_ingestion/data/dataset\lightning\2202.jpg,lightning
artifacts/data_ingestion/data/dataset\fogsmog\4486.jpg,fogsmog
artifacts/data_ingestion/data/dataset\hail\0439.jpg,hail
artifacts/data_ingestion/data/dataset\rainbow\0695.jpg,rainbow
artifacts/data_ingestion/data/dataset\snow\0967.jpg,snow
artifacts/data_ingestion/data/dataset\fogsmog\4098.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rime\4996.jpg,rime
artifacts/data_ingestion/data/dataset\frost\3785.jpg,frost
artifacts/data_ingestion/data/dataset\fogsmog\4731.jpg,fogsmog
artifacts/data_ingestion/data/dataset\sandstorm\3219.jpg,sandstorm
artifacts/data_ingestion/data/dataset\lightning\2024.jpg,lightning
artifacts/data_ingestion/data/dataset\frost\3904.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6335.jpg,glaze
artifacts/data_ingestion/data/dataset\fogsmog\4283.jpg,fogsmog
artifacts/data_ingestion/data/dataset\frost\3884.jpg,frost
artifacts/data_ingestion/data/dataset\fogsmog\4623.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rime\5407.jpg,rime
artifacts/data_ingestion/data/dataset\fogsmog\4874.jpg,fogsmog
artifacts/data_ingestion/data/dataset\dew\2296.jpg,dew
artifacts/data_ingestion/data/dataset\frost\3856.jpg,frost
artifacts/data_ingestion/data/dataset\sandstorm\2933.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rain\1530.jpg,rain
artifacts/data_ingestion/data/dataset\lightning\2199.jpg,lightning
artifacts/data_ingestion/data/dataset\rain\1540.jpg,rain
artifacts/data_ingestion/data/dataset\frost\3914.jpg,frost
artifacts/data_ingestion/data/dataset\lightning\1983.jpg,lightning
artifacts/data_ingestion/data/dataset\frost\4029.jpg,frost
artifacts/data_ingestion/data/dataset\rime\5985.jpg,rime
artifacts/data_ingestion/data/dataset\frost\3765.jpg,frost
artifacts/data_ingestion/data/dataset\snow\1300.jpg,snow
artifacts/data_ingestion/data/dataset\frost\4060.jpg,frost
artifacts/data_ingestion/data/dataset\frost\3618.jpg,frost
artifacts/data_ingestion/data/dataset\dew\2568.jpg,dew
artifacts/data_ingestion/data/dataset\rime\5204.jpg,rime
artifacts/data_ingestion/data/dataset\rainbow\0708.jpg,rainbow
artifacts/data_ingestion/data/dataset\rain\1498.jpg,rain
artifacts/data_ingestion/data/dataset\rainbow\0741.jpg,rainbow
artifacts/data_ingestion/data/dataset\hail\0373.jpg,hail
artifacts/data_ingestion/data/dataset\sandstorm\3313.jpg,sandstorm
artifacts/data_ingestion/data/dataset\lightning\1882.jpg,lightning
artifacts/data_ingestion/data/dataset\glaze\6423.jpg,glaze
artifacts/data_ingestion/data/dataset\sandstorm\3111.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\5128.jpg,rime
artifacts/data_ingestion/data/dataset\fogsmog\4890.jpg,fogsmog
artifacts/data_ingestion/data/dataset\hail\0104.jpg,hail
artifacts/data_ingestion/data/dataset\lightning\1964.jpg,lightning
artifacts/data_ingestion/data/dataset\dew\2407.jpg,dew
artifacts/data_ingestion/data/dataset\frost\3808.jpg,frost
artifacts/data_ingestion/data/dataset\fogsmog\4310.jpg,fogsmog
artifacts/data_ingestion/data/dataset\snow\1298.jpg,snow
artifacts/data_ingestion/data/dataset\rime\5459.jpg,rime
artifacts/data_ingestion/data/dataset\frost\3798.jpg,frost
artifacts/data_ingestion/data/dataset\rime\5173.jpg,rime
artifacts/data_ingestion/data/dataset\glaze\6538.jpg,glaze
artifacts/data_ingestion/data/dataset\lightning\2118.jpg,lightning
artifacts/data_ingestion/data/dataset\snow\1211.jpg,snow
